Id,YellowKey,Date,DiscountFactor
S0023D 4Y BLC2,Curncy,9/14/2012,0.975111
S0023D 5Y BLC2,Curncy,9/14/2012,0.957959
S0023D 1Y BLC2,Curncy,9/21/2012,0.996473
S0023D 2Y BLC2,Curncy,9/21/2012,0.992313
S0023D 3Y BLC2,Curncy,9/21/2012,0.986471
S0023D 4Y BLC2,Curncy,9/21/2012,0.976197
S0023D 5Y BLC2,Curncy,9/21/2012,0.960471
S0023D 1Y BLC2,Curncy,9/28/2012,0.996617
S0023D 2Y BLC2,Curncy,9/28/2012,0.992735
S0023D 3Y BLC2,Curncy,9/28/2012,0.987055
S0023D 4Y BLC2,Curncy,9/28/2012,0.977216
S0023D 5Y BLC2,Curncy,9/28/2012,0.962315
S0023D 1Y BLC2,Curncy,10/5/2012,0.996531
S0023D 2Y BLC2,Curncy,10/5/2012,0.992249
S0023D 3Y BLC2,Curncy,10/5/2012,0.986272
S0023D 4Y BLC2,Curncy,10/5/2012,0.975511
S0023D 5Y BLC2,Curncy,10/5/2012,0.959576
S0023D 1Y BLC2,Curncy,10/12/2012,0.99672
S0023D 2Y BLC2,Curncy,10/12/2012,0.992542
S0023D 3Y BLC2,Curncy,10/12/2012,0.986489
S0023D 4Y BLC2,Curncy,10/12/2012,0.976154
S0023D 5Y BLC2,Curncy,10/12/2012,0.960933
S0023D 1Y BLC2,Curncy,10/19/2012,0.996727
S0023D 2Y BLC2,Curncy,10/19/2012,0.992131
S0023D 3Y BLC2,Curncy,10/19/2012,0.985291
S0023D 4Y BLC2,Curncy,10/19/2012,0.97392
S0023D 5Y BLC2,Curncy,10/19/2012,0.957663
S0023D 1Y BLC2,Curncy,10/26/2012,0.996676
S0023D 2Y BLC2,Curncy,10/26/2012,0.992116
S0023D 3Y BLC2,Curncy,10/26/2012,0.985207
S0023D 4Y BLC2,Curncy,10/26/2012,0.973761
S0023D 5Y BLC2,Curncy,10/26/2012,0.957643
S0023D 1Y BLC2,Curncy,11/2/2012,0.996773
S0023D 2Y BLC2,Curncy,11/2/2012,0.992547
S0023D 3Y BLC2,Curncy,11/2/2012,0.986099
S0023D 4Y BLC2,Curncy,11/2/2012,0.975289
S0023D 5Y BLC2,Curncy,11/2/2012,0.959792
S0023D 1Y BLC2,Curncy,11/9/2012,0.996728
S0023D 2Y BLC2,Curncy,11/9/2012,0.992535
S0023D 3Y BLC2,Curncy,11/9/2012,0.986614
S0023D 4Y BLC2,Curncy,11/9/2012,0.97652
S0023D 5Y BLC2,Curncy,11/9/2012,0.962124
S0023D 1Y BLC2,Curncy,11/16/2012,0.996587
S0023D 2Y BLC2,Curncy,11/16/2012,0.992504
S0023D 3Y BLC2,Curncy,11/16/2012,0.986733
S0023D 4Y BLC2,Curncy,11/16/2012,0.977073
S0023D 5Y BLC2,Curncy,11/16/2012,0.963031
S0023D 1Y BLC2,Curncy,11/23/2012,0.996549
S0023D 2Y BLC2,Curncy,11/23/2012,0.9921
S0023D 3Y BLC2,Curncy,11/23/2012,0.985765
S0023D 4Y BLC2,Curncy,11/23/2012,0.975808
S0023D 5Y BLC2,Curncy,11/23/2012,0.959638
S0023D 1Y BLC2,Curncy,11/30/2012,0.99669
S0023D 2Y BLC2,Curncy,11/30/2012,0.99267
S0023D 3Y BLC2,Curncy,11/30/2012,0.987032
S0023D 4Y BLC2,Curncy,11/30/2012,0.977255
S0023D 5Y BLC2,Curncy,11/30/2012,0.962806
S0023D 1Y BLC2,Curncy,12/7/2012,0.996866
S0023D 2Y BLC2,Curncy,12/7/2012,0.993038
S0023D 3Y BLC2,Curncy,12/7/2012,0.987465
S0023D 4Y BLC2,Curncy,12/7/2012,0.977724
S0023D 5Y BLC2,Curncy,12/7/2012,0.963187
S0023D 1Y BLC2,Curncy,12/14/2012,0.996904
S0023D 2Y BLC2,Curncy,12/14/2012,0.992881
S0023D 3Y BLC2,Curncy,12/14/2012,0.986596
S0023D 4Y BLC2,Curncy,12/14/2012,0.975756
S0023D 5Y BLC2,Curncy,12/14/2012,0.959708
S0023D 1Y BLC2,Curncy,12/21/2012,0.996643
S0023D 2Y BLC2,Curncy,12/21/2012,0.992077
S0023D 3Y BLC2,Curncy,12/21/2012,0.985276
S0023D 4Y BLC2,Curncy,12/21/2012,0.973681
S0023D 5Y BLC2,Curncy,12/21/2012,0.956884
S0023D 1Y BLC2,Curncy,12/28/2012,0.996638
S0023D 2Y BLC2,Curncy,12/28/2012,0.992212
S0023D 3Y BLC2,Curncy,12/28/2012,0.985572
S0023D 4Y BLC2,Curncy,12/28/2012,0.97492
S0023D 5Y BLC2,Curncy,12/28/2012,0.95902
S0023D 1Y BLC2,Curncy,1/4/2013,0.996785
S0023D 2Y BLC2,Curncy,1/4/2013,0.992084
S0023D 3Y BLC2,Curncy,1/4/2013,0.984656
S0023D 4Y BLC2,Curncy,1/4/2013,0.972464
S0023D 5Y BLC2,Curncy,1/4/2013,0.954848
S0023D 1Y BLC2,Curncy,1/11/2013,0.996879
S0023D 2Y BLC2,Curncy,1/11/2013,0.992432
S0023D 3Y BLC2,Curncy,1/11/2013,0.985128
S0023D 4Y BLC2,Curncy,1/11/2013,0.9729
S0023D 5Y BLC2,Curncy,1/11/2013,0.955544
S0023D 1Y BLC2,Curncy,1/18/2013,0.996679
S0023D 2Y BLC2,Curncy,1/18/2013,0.992112
S0023D 3Y BLC2,Curncy,1/18/2013,0.984814
S0023D 4Y BLC2,Curncy,1/18/2013,0.972897
S0023D 5Y BLC2,Curncy,1/18/2013,0.95582
S0023D 1Y BLC2,Curncy,1/25/2013,0.996556
S0023D 2Y BLC2,Curncy,1/25/2013,0.991492
S0023D 3Y BLC2,Curncy,1/25/2013,0.983421
S0023D 4Y BLC2,Curncy,1/25/2013,0.969922
S0023D 5Y BLC2,Curncy,1/25/2013,0.951089
S0023D 1Y BLC2,Curncy,2/1/2013,0.996662
S0023D 2Y BLC2,Curncy,2/1/2013,0.991622
S0023D 3Y BLC2,Curncy,2/1/2013,0.983277
S0023D 4Y BLC2,Curncy,2/1/2013,0.969135
S0023D 5Y BLC2,Curncy,2/1/2013,0.949246
S0023D 1Y BLC2,Curncy,2/8/2013,0.996752
S0023D 2Y BLC2,Curncy,2/8/2013,0.991971
S0023D 3Y BLC2,Curncy,2/8/2013,0.984082
S0023D 4Y BLC2,Curncy,2/8/2013,0.970836
S0023D 5Y BLC2,Curncy,2/8/2013,0.951883
S0023D 1Y BLC2,Curncy,2/15/2013,0.996708
S0023D 2Y BLC2,Curncy,2/15/2013,0.991715
S0023D 3Y BLC2,Curncy,2/15/2013,0.983464
S0023D 4Y BLC2,Curncy,2/15/2013,0.969545
S0023D 5Y BLC2,Curncy,2/15/2013,0.950185
S0023D 1Y BLC2,Curncy,2/22/2013,0.996791
S0023D 2Y BLC2,Curncy,2/22/2013,0.992147
S0023D 3Y BLC2,Curncy,2/22/2013,0.984368
S0023D 4Y BLC2,Curncy,2/22/2013,0.970996
S0023D 5Y BLC2,Curncy,2/22/2013,0.951899
S0023D 1Y BLC2,Curncy,3/1/2013,0.996859
S0023D 2Y BLC2,Curncy,3/1/2013,0.992558
S0023D 3Y BLC2,Curncy,3/1/2013,0.985388
S0023D 4Y BLC2,Curncy,3/1/2013,0.973401
S0023D 5Y BLC2,Curncy,3/1/2013,0.955562
S0023D 1Y BLC2,Curncy,3/8/2013,0.996904
S0023D 2Y BLC2,Curncy,3/8/2013,0.992152
S0023D 3Y BLC2,Curncy,3/8/2013,0.983668
S0023D 4Y BLC2,Curncy,3/8/2013,0.969559
S0023D 5Y BLC2,Curncy,3/8/2013,0.949182
S0023D 1Y BLC2,Curncy,3/15/2013,0.996839
S0023D 2Y BLC2,Curncy,3/15/2013,0.992327
S0023D 3Y BLC2,Curncy,3/15/2013,0.984442
S0023D 4Y BLC2,Curncy,3/15/2013,0.970929
S0023D 5Y BLC2,Curncy,3/15/2013,0.951595
S0023D 1Y BLC2,Curncy,3/22/2013,0.996438
S0023D 2Y BLC2,Curncy,3/22/2013,0.991554
S0023D 3Y BLC2,Curncy,3/22/2013,0.983773
S0023D 4Y BLC2,Curncy,3/22/2013,0.970623
S0023D 5Y BLC2,Curncy,3/22/2013,0.951469
S0023D 1Y BLC2,Curncy,3/29/2013,0.996468
S0023D 2Y BLC2,Curncy,3/29/2013,0.99162
S0023D 3Y BLC2,Curncy,3/29/2013,0.984148
S0023D 4Y BLC2,Curncy,3/29/2013,0.971862
S0023D 5Y BLC2,Curncy,3/29/2013,0.953169
S0023D 1Y BLC2,Curncy,4/5/2013,0.996836
S0023D 2Y BLC2,Curncy,4/5/2013,0.992675
S0023D 3Y BLC2,Curncy,4/5/2013,0.986022
S0023D 4Y BLC2,Curncy,4/5/2013,0.974105
S0023D 5Y BLC2,Curncy,4/5/2013,0.956916
S0023D 1Y BLC2,Curncy,4/12/2013,0.996841
S0023D 2Y BLC2,Curncy,4/12/2013,0.9927
S0023D 3Y BLC2,Curncy,4/12/2013,0.986051
S0023D 4Y BLC2,Curncy,4/12/2013,0.974402
S0023D 5Y BLC2,Curncy,4/12/2013,0.957303
S0023D 1Y BLC2,Curncy,4/19/2013,0.996868
S0023D 2Y BLC2,Curncy,4/19/2013,0.992718
S0023D 3Y BLC2,Curncy,4/19/2013,0.985893
S0023D 4Y BLC2,Curncy,4/19/2013,0.974086
S0023D 5Y BLC2,Curncy,4/19/2013,0.956965
S0023D 1Y BLC2,Curncy,4/26/2013,0.996972
S0023D 2Y BLC2,Curncy,4/26/2013,0.992957
S0023D 3Y BLC2,Curncy,4/26/2013,0.986507
S0023D 4Y BLC2,Curncy,4/26/2013,0.975237
S0023D 5Y BLC2,Curncy,4/26/2013,0.958518
S0023D 1Y BLC2,Curncy,5/3/2013,0.997062
S0023D 2Y BLC2,Curncy,5/3/2013,0.993064
S0023D 3Y BLC2,Curncy,5/3/2013,0.986241
S0023D 4Y BLC2,Curncy,5/3/2013,0.974015
S0023D 5Y BLC2,Curncy,5/3/2013,0.956373
S0023D 1Y BLC2,Curncy,5/10/2013,0.996987
S0023D 2Y BLC2,Curncy,5/10/2013,0.992767
S0023D 3Y BLC2,Curncy,5/10/2013,0.985116
S0023D 4Y BLC2,Curncy,5/10/2013,0.97147
S0023D 5Y BLC2,Curncy,5/10/2013,0.952162
S0023D 1Y BLC2,Curncy,5/17/2013,0.996859
S0023D 2Y BLC2,Curncy,5/17/2013,0.992372
S0023D 3Y BLC2,Curncy,5/17/2013,0.984501
S0023D 4Y BLC2,Curncy,5/17/2013,0.970731
S0023D 5Y BLC2,Curncy,5/17/2013,0.951249
S0023D 1Y BLC2,Curncy,5/24/2013,0.996834
S0023D 2Y BLC2,Curncy,5/24/2013,0.992067
S0023D 3Y BLC2,Curncy,5/24/2013,0.983347
S0023D 4Y BLC2,Curncy,5/24/2013,0.968344
S0023D 5Y BLC2,Curncy,5/24/2013,0.947453
S0023D 1Y BLC2,Curncy,5/31/2013,0.996592
S0023D 2Y BLC2,Curncy,5/31/2013,0.990696
S0023D 3Y BLC2,Curncy,5/31/2013,0.979825
S0023D 4Y BLC2,Curncy,5/31/2013,0.963679
S0023D 5Y BLC2,Curncy,5/31/2013,0.941037
S0023D 1Y BLC2,Curncy,6/7/2013,0.996608
S0023D 2Y BLC2,Curncy,6/7/2013,0.990574
S0023D 3Y BLC2,Curncy,6/7/2013,0.979208
S0023D 4Y BLC2,Curncy,6/7/2013,0.960632
S0023D 5Y BLC2,Curncy,6/7/2013,0.936896
S0023D 1Y BLC2,Curncy,6/14/2013,0.996835
S0023D 2Y BLC2,Curncy,6/14/2013,0.99152
S0023D 3Y BLC2,Curncy,6/14/2013,0.980907
S0023D 4Y BLC2,Curncy,6/14/2013,0.963424
S0023D 5Y BLC2,Curncy,6/14/2013,0.940253
S0023D 1Y BLC2,Curncy,6/21/2013,0.996321
S0023D 2Y BLC2,Curncy,6/21/2013,0.988938
S0023D 3Y BLC2,Curncy,6/21/2013,0.97389
S0023D 4Y BLC2,Curncy,6/21/2013,0.949827
S0023D 5Y BLC2,Curncy,6/21/2013,0.92003
S0023D 1Y BLC2,Curncy,6/28/2013,0.996418
S0023D 2Y BLC2,Curncy,6/28/2013,0.98989
S0023D 3Y BLC2,Curncy,6/28/2013,0.975782
S0023D 4Y BLC2,Curncy,6/28/2013,0.952907
S0023D 5Y BLC2,Curncy,6/28/2013,0.923895
S0023D 1Y BLC2,Curncy,7/5/2013,0.996193
S0023D 2Y BLC2,Curncy,7/5/2013,0.988503
S0023D 3Y BLC2,Curncy,7/5/2013,0.972117
S0023D 4Y BLC2,Curncy,7/5/2013,0.945371
S0023D 5Y BLC2,Curncy,7/5/2013,0.912038
S0023D 1Y BLC2,Curncy,7/12/2013,0.996425
S0023D 2Y BLC2,Curncy,7/12/2013,0.989555
S0023D 3Y BLC2,Curncy,7/12/2013,0.975149
S0023D 4Y BLC2,Curncy,7/12/2013,0.951898
S0023D 5Y BLC2,Curncy,7/12/2013,0.92191
S0023D 1Y BLC2,Curncy,7/19/2013,0.996649
S0023D 2Y BLC2,Curncy,7/19/2013,0.990553
S0023D 3Y BLC2,Curncy,7/19/2013,0.977699
S0023D 4Y BLC2,Curncy,7/19/2013,0.956308
S0023D 5Y BLC2,Curncy,7/19/2013,0.927892
S0023D 1Y BLC2,Curncy,7/26/2013,0.996651
S0023D 2Y BLC2,Curncy,7/26/2013,0.990612
S0023D 3Y BLC2,Curncy,7/26/2013,0.977562
S0023D 4Y BLC2,Curncy,7/26/2013,0.95476
S0023D 5Y BLC2,Curncy,7/26/2013,0.925006
S0023D 1Y BLC2,Curncy,8/2/2013,0.99671
S0023D 2Y BLC2,Curncy,8/2/2013,0.990676
S0023D 3Y BLC2,Curncy,8/2/2013,0.9774
S0023D 4Y BLC2,Curncy,8/2/2013,0.95504
S0023D 5Y BLC2,Curncy,8/2/2013,0.925553
S0023D 1Y BLC2,Curncy,8/9/2013,0.996715
S0023D 2Y BLC2,Curncy,8/9/2013,0.990554
S0023D 3Y BLC2,Curncy,8/9/2013,0.977009
S0023D 4Y BLC2,Curncy,8/9/2013,0.954754
S0023D 5Y BLC2,Curncy,8/9/2013,0.925709
S0023D 1Y BLC2,Curncy,8/16/2013,0.996619
S0023D 2Y BLC2,Curncy,8/16/2013,0.9895
S0023D 3Y BLC2,Curncy,8/16/2013,0.973189
S0023D 4Y BLC2,Curncy,8/16/2013,0.947532
S0023D 5Y BLC2,Curncy,8/16/2013,0.915254
S0023D 1Y BLC2,Curncy,8/23/2013,0.99653
S0023D 2Y BLC2,Curncy,8/23/2013,0.988737
S0023D 3Y BLC2,Curncy,8/23/2013,0.97112
S0023D 4Y BLC2,Curncy,8/23/2013,0.945028
S0023D 5Y BLC2,Curncy,8/23/2013,0.912506
S0023D 1Y BLC2,Curncy,8/30/2013,0.996641
S0023D 2Y BLC2,Curncy,8/30/2013,0.988974
S0023D 3Y BLC2,Curncy,8/30/2013,0.971877
S0023D 4Y BLC2,Curncy,8/30/2013,0.944856
S0023D 5Y BLC2,Curncy,8/30/2013,0.912483
S0023D 1Y BLC2,Curncy,9/6/2013,0.996591
S0023D 2Y BLC2,Curncy,9/6/2013,0.987737
S0023D 3Y BLC2,Curncy,9/6/2013,0.968678
S0023D 4Y BLC2,Curncy,9/6/2013,0.941218
S0023D 5Y BLC2,Curncy,9/6/2013,0.907792
S0023D 1Y BLC2,Curncy,9/13/2013,0.996598
S0023D 2Y BLC2,Curncy,9/13/2013,0.988178
S0023D 3Y BLC2,Curncy,9/13/2013,0.969798
S0023D 4Y BLC2,Curncy,9/13/2013,0.942938
S0023D 5Y BLC2,Curncy,9/13/2013,0.909922
S0023D 1Y BLC2,Curncy,9/20/2013,0.996901
S0023D 2Y BLC2,Curncy,9/20/2013,0.990376
S0023D 3Y BLC2,Curncy,9/20/2013,0.975378
S0023D 4Y BLC2,Curncy,9/20/2013,0.950813
S0023D 5Y BLC2,Curncy,9/20/2013,0.919497
S0023D 1Y BLC2,Curncy,9/27/2013,0.996887
S0023D 2Y BLC2,Curncy,9/27/2013,0.99079
S0023D 3Y BLC2,Curncy,9/27/2013,0.977017
S0023D 4Y BLC2,Curncy,9/27/2013,0.954064
S0023D 5Y BLC2,Curncy,9/27/2013,0.924507
S0023D 1Y BLC2,Curncy,10/4/2013,0.996872
S0023D 2Y BLC2,Curncy,10/4/2013,0.990919
S0023D 3Y BLC2,Curncy,10/4/2013,0.977058
S0023D 4Y BLC2,Curncy,10/4/2013,0.95366
S0023D 5Y BLC2,Curncy,10/4/2013,0.923555
S0023D 1Y BLC2,Curncy,10/11/2013,0.996728
S0023D 2Y BLC2,Curncy,10/11/2013,0.990611
S0023D 3Y BLC2,Curncy,10/11/2013,0.977172
S0023D 4Y BLC2,Curncy,10/11/2013,0.95391
S0023D 5Y BLC2,Curncy,10/11/2013,0.923718
S0023D 1Y BLC2,Curncy,10/18/2013,0.996952
S0023D 2Y BLC2,Curncy,10/18/2013,0.991168
S0023D 3Y BLC2,Curncy,10/18/2013,0.978283
S0023D 4Y BLC2,Curncy,10/18/2013,0.956134
S0023D 5Y BLC2,Curncy,10/18/2013,0.927074
S0023D 1Y BLC2,Curncy,10/25/2013,0.997063
S0023D 2Y BLC2,Curncy,10/25/2013,0.991457
S0023D 3Y BLC2,Curncy,10/25/2013,0.979249
S0023D 4Y BLC2,Curncy,10/25/2013,0.958006
S0023D 5Y BLC2,Curncy,10/25/2013,0.929954
S0023D 1Y BLC2,Curncy,11/1/2013,0.997123
S0023D 2Y BLC2,Curncy,11/1/2013,0.991547
S0023D 3Y BLC2,Curncy,11/1/2013,0.978694
S0023D 4Y BLC2,Curncy,11/1/2013,0.956239
S0023D 5Y BLC2,Curncy,11/1/2013,0.926502
S0023D 1Y BLC2,Curncy,11/8/2013,0.997164
S0023D 2Y BLC2,Curncy,11/8/2013,0.991615
S0023D 3Y BLC2,Curncy,11/8/2013,0.979007
S0023D 4Y BLC2,Curncy,11/8/2013,0.95602
S0023D 5Y BLC2,Curncy,11/8/2013,0.924966
S0023D 1Y BLC2,Curncy,11/15/2013,0.997274
S0023D 2Y BLC2,Curncy,11/15/2013,0.992238
S0023D 3Y BLC2,Curncy,11/15/2013,0.980558
S0023D 4Y BLC2,Curncy,11/15/2013,0.958988
S0023D 5Y BLC2,Curncy,11/15/2013,0.929365
S0023D 1Y BLC2,Curncy,11/22/2013,0.997366
S0023D 2Y BLC2,Curncy,11/22/2013,0.992571
S0023D 3Y BLC2,Curncy,11/22/2013,0.981055
S0023D 4Y BLC2,Curncy,11/22/2013,0.959448
S0023D 5Y BLC2,Curncy,11/22/2013,0.929248
S0023D 1Y BLC2,Curncy,11/29/2013,0.997325
S0023D 2Y BLC2,Curncy,11/29/2013,0.992592
S0023D 3Y BLC2,Curncy,11/29/2013,0.980741
S0023D 4Y BLC2,Curncy,11/29/2013,0.958708
S0023D 5Y BLC2,Curncy,11/29/2013,0.928251
S0023D 1Y BLC2,Curncy,12/6/2013,0.997325
S0023D 2Y BLC2,Curncy,12/6/2013,0.992162
S0023D 3Y BLC2,Curncy,12/6/2013,0.978585
S0023D 4Y BLC2,Curncy,12/6/2013,0.954943
S0023D 5Y BLC2,Curncy,12/6/2013,0.923431
S0023D 1Y BLC2,Curncy,12/13/2013,0.997127
S0023D 2Y BLC2,Curncy,12/13/2013,0.991586
S0023D 3Y BLC2,Curncy,12/13/2013,0.977542
S0023D 4Y BLC2,Curncy,12/13/2013,0.95309
S0023D 5Y BLC2,Curncy,12/13/2013,0.921325
S0023D 1Y BLC2,Curncy,12/20/2013,0.996959
S0023D 2Y BLC2,Curncy,12/20/2013,0.991102
S0023D 3Y BLC2,Curncy,12/20/2013,0.976124
S0023D 4Y BLC2,Curncy,12/20/2013,0.950083
S0023D 5Y BLC2,Curncy,12/20/2013,0.917297
S0023D 1Y BLC2,Curncy,12/27/2013,0.996931
S0023D 2Y BLC2,Curncy,12/27/2013,0.990453
S0023D 3Y BLC2,Curncy,12/27/2013,0.974347
S0023D 4Y BLC2,Curncy,12/27/2013,0.947666
S0023D 5Y BLC2,Curncy,12/27/2013,0.913873
S0023D 1Y BLC2,Curncy,1/3/2014,0.996929
S0023D 2Y BLC2,Curncy,1/3/2014,0.990058
S0023D 3Y BLC2,Curncy,1/3/2014,0.973682
S0023D 4Y BLC2,Curncy,1/3/2014,0.946733
S0023D 5Y BLC2,Curncy,1/3/2014,0.913205
S0023D 1Y BLC2,Curncy,1/10/2014,0.996977
S0023D 2Y BLC2,Curncy,1/10/2014,0.990191
S0023D 3Y BLC2,Curncy,1/10/2014,0.974105
S0023D 4Y BLC2,Curncy,1/10/2014,0.948713
S0023D 5Y BLC2,Curncy,1/10/2014,0.917012
S0023D 1Y BLC2,Curncy,1/17/2014,0.997027
S0023D 2Y BLC2,Curncy,1/17/2014,0.98986
S0023D 3Y BLC2,Curncy,1/17/2014,0.973281
S0023D 4Y BLC2,Curncy,1/17/2014,0.947829
S0023D 5Y BLC2,Curncy,1/17/2014,0.916047
S0023D 1Y BLC2,Curncy,1/24/2014,0.996958
S0023D 2Y BLC2,Curncy,1/24/2014,0.990201
S0023D 3Y BLC2,Curncy,1/24/2014,0.974439
S0023D 4Y BLC2,Curncy,1/24/2014,0.950068
S0023D 5Y BLC2,Curncy,1/24/2014,0.919192
S0023D 1Y BLC2,Curncy,1/31/2014,0.997176
S0023D 2Y BLC2,Curncy,1/31/2014,0.990925
S0023D 3Y BLC2,Curncy,1/31/2014,0.975744
S0023D 4Y BLC2,Curncy,1/31/2014,0.951898
S0023D 5Y BLC2,Curncy,1/31/2014,0.921913
S0023D 1Y BLC2,Curncy,2/7/2014,0.997313
S0023D 2Y BLC2,Curncy,2/7/2014,0.991584
S0023D 3Y BLC2,Curncy,2/7/2014,0.977237
S0023D 4Y BLC2,Curncy,2/7/2014,0.953422
S0023D 5Y BLC2,Curncy,2/7/2014,0.923146
S0023D 1Y BLC2,Curncy,2/14/2014,0.997386
S0023D 2Y BLC2,Curncy,2/14/2014,0.991186
S0023D 3Y BLC2,Curncy,2/14/2014,0.975695
S0023D 4Y BLC2,Curncy,2/14/2014,0.951111
S0023D 5Y BLC2,Curncy,2/14/2014,0.920166
S0023D 1Y BLC2,Curncy,2/21/2014,0.99737
S0023D 2Y BLC2,Curncy,2/21/2014,0.991087
S0023D 3Y BLC2,Curncy,2/21/2014,0.975679
S0023D 4Y BLC2,Curncy,2/21/2014,0.951107
S0023D 5Y BLC2,Curncy,2/21/2014,0.920285
S0023D 1Y BLC2,Curncy,2/28/2014,0.997345
S0023D 2Y BLC2,Curncy,2/28/2014,0.991087
S0023D 3Y BLC2,Curncy,2/28/2014,0.975832
S0023D 4Y BLC2,Curncy,2/28/2014,0.952163
S0023D 5Y BLC2,Curncy,2/28/2014,0.922289
S0023D 1Y BLC2,Curncy,3/7/2014,0.997235
S0023D 2Y BLC2,Curncy,3/7/2014,0.989942
S0023D 3Y BLC2,Curncy,3/7/2014,0.972997
S0023D 4Y BLC2,Curncy,3/7/2014,0.947462
S0023D 5Y BLC2,Curncy,3/7/2014,0.91615
S0023D 1Y BLC2,Curncy,3/14/2014,0.997246
S0023D 2Y BLC2,Curncy,3/14/2014,0.9905
S0023D 3Y BLC2,Curncy,3/14/2014,0.97474
S0023D 4Y BLC2,Curncy,3/14/2014,0.950585
S0023D 5Y BLC2,Curncy,3/14/2014,0.920709
S0023D 1Y BLC2,Curncy,3/21/2014,0.997123
S0023D 2Y BLC2,Curncy,3/21/2014,0.988736
S0023D 3Y BLC2,Curncy,3/21/2014,0.970107
S0023D 4Y BLC2,Curncy,3/21/2014,0.943931
S0023D 5Y BLC2,Curncy,3/21/2014,0.912985
S0023D 1Y BLC2,Curncy,3/28/2014,0.997229
S0023D 2Y BLC2,Curncy,3/28/2014,0.988772
S0023D 3Y BLC2,Curncy,3/28/2014,0.96961
S0023D 4Y BLC2,Curncy,3/28/2014,0.942654
S0023D 5Y BLC2,Curncy,3/28/2014,0.911676
S0023D 1Y BLC2,Curncy,4/4/2014,0.997308
S0023D 2Y BLC2,Curncy,4/4/2014,0.989299
S0023D 3Y BLC2,Curncy,4/4/2014,0.970413
S0023D 4Y BLC2,Curncy,4/4/2014,0.944165
S0023D 5Y BLC2,Curncy,4/4/2014,0.913249
S0023D 1Y BLC2,Curncy,4/11/2014,0.997439
S0023D 2Y BLC2,Curncy,4/11/2014,0.99032
S0023D 3Y BLC2,Curncy,4/11/2014,0.973153
S0023D 4Y BLC2,Curncy,4/11/2014,0.948209
S0023D 5Y BLC2,Curncy,4/11/2014,0.918265
S0023D 1Y BLC2,Curncy,4/18/2014,0.997383
S0023D 2Y BLC2,Curncy,4/18/2014,0.989173
S0023D 3Y BLC2,Curncy,4/18/2014,0.969977
S0023D 4Y BLC2,Curncy,4/18/2014,0.942794
S0023D 5Y BLC2,Curncy,4/18/2014,0.911235
S0023D 1Y BLC2,Curncy,4/25/2014,0.997359
S0023D 2Y BLC2,Curncy,4/25/2014,0.989212
S0023D 3Y BLC2,Curncy,4/25/2014,0.970249
S0023D 4Y BLC2,Curncy,4/25/2014,0.943589
S0023D 5Y BLC2,Curncy,4/25/2014,0.912692
S0023D 1Y BLC2,Curncy,5/2/2014,0.997337
S0023D 2Y BLC2,Curncy,5/2/2014,0.988816
S0023D 3Y BLC2,Curncy,5/2/2014,0.969909
S0023D 4Y BLC2,Curncy,5/2/2014,0.944606
S0023D 5Y BLC2,Curncy,5/2/2014,0.915218
S0023D 1Y BLC2,Curncy,5/9/2014,0.997442
S0023D 2Y BLC2,Curncy,5/9/2014,0.989664
S0023D 3Y BLC2,Curncy,5/9/2014,0.971393
S0023D 4Y BLC2,Curncy,5/9/2014,0.946203
S0023D 5Y BLC2,Curncy,5/9/2014,0.916834
S0023D 1Y BLC2,Curncy,5/16/2014,0.99746
S0023D 2Y BLC2,Curncy,5/16/2014,0.98992
S0023D 3Y BLC2,Curncy,5/16/2014,0.972474
S0023D 4Y BLC2,Curncy,5/16/2014,0.948264
S0023D 5Y BLC2,Curncy,5/16/2014,0.919783
S0023D 1Y BLC2,Curncy,5/23/2014,0.997354
S0023D 2Y BLC2,Curncy,5/23/2014,0.989853
S0023D 3Y BLC2,Curncy,5/23/2014,0.973097
S0023D 4Y BLC2,Curncy,5/23/2014,0.949735
S0023D 5Y BLC2,Curncy,5/23/2014,0.921356
